belongs_to_collection,budget,original_language,popularity,production_countries,runtime,tagline,revenue,release_year,release_month,budget_year_ratio,all_genres
1,15000000,7,14.511442,275,111.0,0,16633035,2009,9,3.71647645327237,435
1,0,7,6.76513,275,88.0,0,18112929,2012,5,0.0,520
1,0,7,1.0737430000000001,0,85.0,1,70,1994,9,0.0,490
0,0,7,4.118698999999999,275,98.0,0,10,2010,3,0.0,104
0,250000000,7,20.644776,258,161.0,0,958400000,2013,12,61.695353772263694,264
1,0,7,4.250364,209,118.0,1,340911,2013,9,0.0,471
1,6300000,7,4.38806,206,101.0,1,419953,2012,2,1.5562687493330276,533
0,0,7,8.387519000000001,275,106.0,0,76578911,1995,2,0.0,305
1,2650000,7,4.471515,275,147.0,0,3100000,1962,7,0.6884111056038222,435
1,6400000,13,1.8229400000000002,233,151.0,0,5900000,2010,9,1.584119204970174,343
1,6000000,7,7.510159,275,107.0,0,3485127,2014,3,1.4792184598574625,307
1,4200000,7,8.233168,275,114.0,1,38376497,1984,8,1.0670037721123828,194
1,135000000,7,13.890179999999999,275,121.0,0,76932943,2005,7,33.58188070969708,1
1,10000000,7,5.024458999999999,275,77.0,0,11411644,2002,7,2.495007490012485,91
0,28000000,7,13.570264000000002,222,103.0,0,60700000,2013,7,6.909879622493533,32
1,25000000,7,3.643468,275,117.0,0,777423,1998,9,6.262518775031287,435
1,0,7,7.174869,275,106.0,0,1296937,2011,2,0.0,348
1,2500000,7,5.490505000000001,275,106.0,0,8750000,1955,8,0.6541035184228255,404
1,125000000,7,15.049695000000002,275,124.0,0,544272402,2004,5,31.125374002494013,83
1,25000000,7,11.109932,275,99.0,0,11000000,1986,5,6.338427400666701,26
1,0,7,9.861672,275,107.0,0,46405336,1993,9,0.0,391
0,26000000,7,13.003122,275,91.0,0,183293131,2009,1,6.4418925190054415,23
1,160000000,7,287.253654,222,129.0,0,1262886337,2017,3,39.32857277346816,493
1,1271000,7,7.441117,275,81.0,0,3788000,1955,1,0.3325462287661645,412
1,40000000,7,16.453573000000002,242,114.0,0,86234523,2016,8,9.841899722852103,307
1,0,7,11.966566,275,80.0,0,1382462,1990,9,0.0,373
1,0,7,4.352904,145,122.0,1,11294,2013,1,0.0,435
0,113000000,7,13.165420999999998,275,140.0,0,850000000,2005,5,28.109277927376073,82
1,0,7,4.074783,204,104.0,0,6000000,1960,12,0.0,348
1,35000000,7,5.370818,151,102.0,0,11560806,2003,9,8.723808944596087,444
1,30000000,7,8.587129,275,108.0,0,180622424,2002,9,7.485022470037455,385
1,5000000,7,13.524048,275,112.0,0,2450846,2014,10,1.2326820498812188,405
1,0,7,13.235179,204,97.0,0,5979292,1983,4,0.0,517
1,1,13,1.280455,233,132.0,0,2,2003,8,2.4925168413131674e-07,529
1,0,7,11.950477000000001,241,108.0,0,20000000,1992,10,0.0,385
1,12000000,7,17.788579000000002,275,94.0,0,265452,2013,9,2.9613769810686574,306
1,6000000,7,11.732546000000001,275,137.0,0,9077700,2015,9,1.4777506172687473,488
0,40000000,7,9.420931,275,102.0,0,124827316,2016,1,9.841899722852103,93
1,25000000,7,7.409178999999999,275,94.0,0,38748395,1986,12,6.338427400666701,374
1,5000000,7,15.021057999999998,275,94.0,0,98450062,2015,9,1.231458847723956,520
0,11000000,7,18.344227,275,95.0,0,235483004,1999,7,2.75275206387586,385
1,2053648,7,2.691433,275,102.0,1,500000,1999,10,0.5139257973158665,422
1,85000000,7,11.057536,275,167.0,0,59908565,2006,12,21.123071463575375,460
1,1000000,7,17.911314,275,112.0,0,36764313,1954,8,0.2619092767218178,479
1,1200000,7,2.017413,275,113.0,0,14363400,1978,5,0.3067105194551594,435
1,0,7,9.197511,275,90.0,1,13769,2014,2,0.0,321
0,90000000,7,14.753545,203,127.0,0,206172544,2014,8,22.188276897861936,84
1,3000000,7,6.409512,275,146.0,0,10400000,1960,6,0.7809246147438568,435
1,0,7,14.331454,84,100.0,0,9504139,2011,6,0.0,385
1,0,7,1.8938220000000001,275,112.0,0,4385312,1984,12,0.0,480
1,40000000,7,13.876881,275,120.0,0,120455994,2006,2,9.94026892403547,242
1,80000000,7,14.987901999999998,275,132.0,0,10166502,2005,8,19.900373753894566,176
1,9250000,7,2.132964,275,125.0,0,29174648,1979,11,2.3618382097419572,472
1,22000000,7,6.3037849999999995,3,108.0,0,24188922,2010,5,5.445409767084973,486
1,0,7,11.449373,275,89.0,0,17953778,1993,3,0.0,381
1,27000000,7,1.408176,177,132.0,0,14683921,1992,4,6.804325736681666,435
0,0,7,7.477944,31,76.0,0,32710894,1992,4,0.0,298
0,0,8,7.3282419999999995,161,95.0,0,190000,2014,9,0.0,520
0,0,2,9.488593,224,95.0,0,4469460,1986,8,0.0,127
1,800000,7,7.137026,275,94.0,1,62852,2003,1,0.1994013473050534,435
1,0,7,5.007836,222,99.0,0,7399763,1988,11,0.0,364
1,11000000,7,4.08938,275,100.0,0,1044824,1993,9,2.769351536197061,95
0,50000000,7,30.121291999999997,275,130.0,0,709827462,2009,3,12.388254844241233,246
1,50000000,7,16.838145,275,114.0,0,71561644,2015,3,12.314588477239562,129
1,0,5,4.912681,117,105.0,0,4129250,2012,3,0.0,435
1,30000000,7,9.058516000000001,275,129.0,0,219076518,2007,6,7.447774344353805,348
1,14000000,7,0.8256379999999999,275,112.0,0,16656125,1980,6,3.571064177124783,217
0,103000000,7,8.18534,275,102.0,0,500188435,2014,3,25.393250227553107,200
1,0,11,9.661817,201,97.0,0,1999955,1991,5,0.0,486
1,4000000,7,5.032469,275,108.0,0,56666667,1967,12,1.033835096582167,348
1,0,7,8.328596000000001,15,104.0,0,11220670,1994,5,0.0,321
0,4000000,18,6.314697,243,121.0,0,1954937,2002,3,0.998002996004994,162
1,150000000,7,26.024867999999998,275,108.0,0,1023784195,2016,2,36.90712396069539,200
0,40000000,7,12.337898,275,89.0,0,58662452,1992,7,10.080482572861728,230
1,8250000,7,11.840985,275,171.0,0,30000000,1951,11,2.167401700451424,459
1,8000000,7,1.194377,0,91.0,0,1893139,1988,4,2.02421774105397,435
1,40000000,7,14.384554000000001,151,134.0,0,37279439,2016,9,9.841899722852103,486
0,40000000,7,15.010525,275,124.0,0,158733820,2005,4,9.950186876947283,140
1,0,7,6.617717,275,86.0,0,2692037,1989,8,0.0,194
1,0,7,0.0005780000000000001,275,92.0,1,402539,1991,11,0.0,495
1,967686,7,11.934045,204,101.0,0,4270000,2010,5,0.23952030890324497,307
1,35000000,7,10.794556,3,92.0,0,39340177,2010,4,8.663151902180639,305
0,12000000,7,15.297120999999999,275,96.0,0,78868508,1982,12,3.054737847489158,95
1,14000000,11,11.090264999999999,203,112.0,0,19777647,2007,5,3.4756280273651092,435
1,50000,7,11.329733000000001,275,103.0,0,249905,2007,2,0.012412957240589675,180
1,6000000,7,9.023686,191,96.0,0,11122090,2015,8,1.4777506172687473,472
0,0,7,4.725759,275,91.0,0,34153101,2012,11,0.0,491
1,25000000,7,7.2576789999999995,275,107.0,0,84565230,1999,4,6.256254690626954,348
1,30000000,7,6.734064999999999,151,103.0,0,50451307,2005,4,7.462640157710462,348
0,50000000,7,9.915560000000001,151,92.0,0,113244290,2008,1,12.400596815923556,194
1,0,7,0.358968,0,100.0,0,21350,1998,10,0.0,320
0,4500000,7,11.578578,275,104.0,0,58853106,1980,7,1.147842056932966,251
1,6000000,7,10.505386999999999,275,97.0,0,10409377,1999,4,1.5015011257504691,480
1,0,7,2.340967,275,96.0,0,6000000,1981,2,0.0,302
1,0,2,6.188664,224,103.0,0,194720,1993,6,0.0,131
1,80000000,7,7.210383,275,88.0,0,163733697,2008,11,19.84095490547769,348
1,0,11,6.117335,176,99.0,1,24134,2015,9,0.0,305
1,23000000,7,9.604552,275,124.0,0,29541790,2007,8,5.70996033067125,395
1,6500000,7,9.369527,275,92.0,0,24793509,2005,9,1.6169053675039335,321
1,15000000,7,7.844705,275,95.0,0,59209,2014,5,3.6980461496436563,305
1,2000000,5,9.02255,117,137.0,0,70000000,2006,3,0.49701344620177357,486
0,200000000,7,26.114917000000002,247,116.0,0,531865000,2013,6,49.35628301781095,154
1,0,7,2.132858,204,115.0,0,8800000,1989,3,0.0,459
1,105000000,7,7.291872,95,114.0,0,133718711,2015,12,25.86063580220308,140
1,40000000,7,6.159379,222,107.0,0,24719215,2012,2,9.881071424336684,251
1,20000000,7,16.205105,275,113.0,0,121463226,2007,8,4.96518289623587,305
1,0,7,6.15698,55,98.0,1,2262223,2014,2,0.0,435
1,16000000,7,2.549325,252,105.0,0,4192440,1988,12,4.04843548210794,176
1,50000000,7,10.223582,275,139.0,0,25035950,2016,6,12.30237465356513,149
1,9000000,13,2.089842,233,135.0,0,18130000,2009,8,2.229885871963422,127
1,0,7,5.063701,275,110.0,0,5926128,1997,4,0.0,480
1,0,7,0.0012720000000000001,275,75.0,1,48752,2000,10,0.0,422
1,0,7,14.679860000000001,275,97.0,0,3317662,2010,3,0.0,486
1,0,7,2.92387,275,40.0,0,7732325,2011,4,0.0,422
1,130000000,7,9.566135000000001,27,165.0,0,49554002,2008,11,32.24155172140125,435
1,150000000,7,15.884744,16,103.0,0,331957105,2016,12,36.90712396069539,65
1,22500000,7,18.908782000000002,275,116.0,0,29252978,2016,11,5.536068594104308,486
1,0,7,12.553657000000001,128,112.0,0,55447968,2008,2,0.0,385
1,5000000,7,8.645067,175,87.0,0,3305592,2017,1,1.22901789917088,321
1,13000000,7,4.654312,275,123.0,0,1646788,2016,2,3.1986174099269338,471
0,40000000,7,13.689855,275,108.0,0,332000000,1989,11,10.110914201057046,230
1,0,7,4.582718,275,105.0,1,22697691,1992,7,0.0,348
1,0,7,2.614785,275,90.0,0,12416686,1993,9,0.0,306
1,2500000,7,2.296734,275,95.0,0,764083,1993,1,0.6293980764084229,480
0,19000000,7,8.385361,82,95.0,0,70067909,2004,7,4.73105684837909,305
1,1601792,8,2.329513,37,96.0,1,253527,2005,5,0.39845324344997857,435
1,0,7,3.457153,275,89.0,1,2334228,2015,1,0.0,239
1,94000000,35,6.587711,99,145.0,1,95311434,2011,12,23.243617092564737,461
1,1300000,7,5.184012999999999,275,99.0,0,72266306,1971,1,0.334634030067125,162
0,40000000,7,17.496832,275,83.0,0,222300000,1989,11,10.110914201057046,295
1,13000000,7,10.890236,275,83.0,0,73180723,2000,12,3.25,305
1,40000000,7,2.9474110000000002,275,93.0,0,10959475,2002,11,9.98002996004994,57
1,25000000,7,14.141836999999999,275,116.0,0,93617009,2010,12,6.187965644414742,435
0,13000000,7,24.515462,222,90.0,0,20560255,1991,8,3.2794486288246887,181
1,8000000,18,4.222195,243,133.0,1,33579813,2005,8,1.9900373753894565,340
1,0,7,5.159349,275,102.0,0,4631,2015,4,0.0,348
1,0,7,3.215954,275,89.0,0,66456,2009,3,0.0,515
1,110000000,7,16.747792999999998,275,117.0,0,177238796,2010,6,27.227048835424867,17
1,5000000,7,8.585856,275,108.0,0,58978653,2015,7,1.231458847723956,527
1,3000000,7,12.822085000000001,179,94.0,0,14016568,2016,5,0.7381424792139077,348
1,7000000,7,3.18614,203,108.0,0,453079,2010,8,1.7326303804361278,305
1,15000000,7,11.179855,275,83.0,0,32056467,1973,11,3.8533378511578893,295
0,20000000,7,10.605851,31,72.0,0,135680000,2003,2,4.9850336826263355,207
1,14000000,7,11.535478,171,119.0,0,13551174,2012,3,3.458374998517839,533
0,3000000,7,7.3510279999999995,275,100.0,1,18492362,2001,1,0.7492505621252342,315
1,0,32,4.433261,32,150.0,1,138730,2011,9,0.0,391
1,0,7,13.567726,204,90.0,0,32846,2013,7,0.0,460
0,75000000,7,18.311054000000002,228,121.0,0,220021259,2016,10,18.453561980347693,533
1,42000000,7,9.874042999999999,222,124.0,0,363889678,1999,5,10.510507880253284,348
1,0,7,5.50751,275,113.0,0,1400000,1985,8,0.0,435
0,33000000,7,11.840557,275,98.0,0,244386864,1998,9,8.2665247830413,102
1,15000000,7,3.94159,222,95.0,1,21000000,2006,10,3.7276008465133015,435
0,50000000,7,12.229381,275,97.0,0,42277365,1996,8,12.550150401002405,83
1,32000000,7,11.119707,67,96.0,0,60740827,2005,9,7.960149501557826,411
1,12000000,7,9.592265,275,92.0,0,41205099,1996,2,3.0120360962405774,305
1,100000,7,1.522753,275,90.0,0,22000000,1972,8,0.025714979284012687,463
0,90000000,7,14.307672,275,92.0,0,233755553,2015,12,22.16625925903121,200
1,1000000,7,2.678923,275,107.0,0,2402459,2001,11,0.24975018737507806,348
1,4000000,7,5.350658,275,99.0,0,9221,2013,9,0.9871256603562191,515
1,886000,7,6.5075970000000005,275,103.0,0,2600000,1936,8,0.23638668806775492,382
1,50000000,7,9.082538000000001,275,107.0,0,170128460,2004,10,12.450149600997605,348
1,0,7,9.555852,275,81.0,0,1250000,1962,3,0.0,463
1,110000000,7,8.555544,275,76.0,0,103951461,2004,4,27.390329122194732,295
0,2700000,7,7.048957000000001,275,80.0,0,15992615,2004,2,0.6723080784538707,480
1,3860000,35,8.959821,99,130.0,0,64076736,2013,1,0.9525762622437515,146
1,10000000,35,3.7593010000000002,92,89.0,0,150000000,2015,7,2.462917695447912,286
1,54000000,7,11.415316,275,121.0,0,7266209,2003,8,13.459590943091104,435
1,500000,7,0.892007,0,78.0,0,11276,2009,1,0.12388254844241232,348
1,6000000,7,2.447359,275,139.0,1,161000000,1976,12,1.5366585257912766,472
1,12000000,7,8.032616,203,110.0,1,3148182,2008,11,2.9761432358216537,480
0,150000000,7,28.505340999999998,222,140.0,0,374218673,2005,6,37.31320078855231,127
0,14500000,11,5.892859,176,82.0,0,65497208,2003,1,3.614149419904093,93
1,30000000,7,10.778027999999999,275,98.0,0,36160375,2011,6,7.41817566783981,348
1,0,7,0.9127299999999999,82,91.0,1,1305887,1990,3,0.0,486
1,0,7,8.870325,275,100.0,0,21520719,2010,5,0.0,348
0,150000000,7,29.36178,31,120.0,0,378858340,2015,5,36.94376543171869,83
1,0,7,7.464981,275,126.0,0,16803753,2006,8,0.0,411
1,4000000,7,5.296777,275,86.0,0,9797098,1988,4,1.012108870526985,520
1,10721568,13,1.68625,233,122.0,0,2978994,2016,2,2.6380149281934995,435
1,0,7,4.581576999999999,275,97.0,0,11449638,2006,8,0.0,305
1,0,7,0.727837,176,104.0,0,369975,2000,4,0.0,385
1,20000000,7,5.219666999999999,277,85.0,0,27187375,2013,7,4.935628301781096,207
0,355000,7,7.503125999999999,275,72.0,0,1012189,1931,2,0.09520588742480411,511
0,54000000,7,17.185349,238,162.0,0,136766062,1990,12,13.63601929244211,411
1,20000000,7,16.01076,275,120.0,0,7227038,2016,12,4.920949861426052,255
1,24000000,7,2.8188020000000003,275,102.0,0,2642983,1997,11,6.018040581152149,435
1,6400000,13,1.8561009999999998,233,140.0,1,18000000,2013,6,1.5794010565699506,480
1,1500000,7,8.159556,275,87.0,0,8500000,1936,2,0.4002031965029711,321
1,6000000,7,9.424157000000001,141,121.0,0,48027970,2006,9,1.4910403386053206,435
1,15000000,7,2.936443,275,90.0,0,2042530,1996,1,3.7650451203007216,355
1,0,7,13.177741000000001,230,108.0,1,152761,2016,11,0.0,435
1,0,7,6.853782000000001,275,111.0,0,36611610,1986,3,0.0,321
1,2196531,10,0.947509,173,107.0,1,2411594,2005,12,0.5463973482751973,385
1,0,7,1.199003,275,105.0,0,887029,2008,9,0.0,422
1,7000000,7,11.37237,204,109.0,0,10000000,2003,10,1.7447617889192173,480
0,59000000,7,17.328902,275,81.0,0,383257136,2002,3,14.720544191073662,200
1,9750000,7,11.387338,222,99.0,0,558000,2008,10,2.4181163791050935,486
1,13000000,7,5.532019999999999,82,115.0,0,8038508,1988,9,3.289353829212701,469
1,24000000,7,4.197544000000001,275,89.0,0,14782676,2001,11,5.994004497001874,305
1,17000000,7,12.01525,275,91.0,0,97542952,2013,4,4.195284056513931,511
1,0,7,0.007294,275,82.0,0,26488,2011,5,0.0,422
1,0,7,2.2013700000000003,3,87.0,0,2642899,2015,9,0.0,422
1,0,7,1.489895,275,111.0,0,634074,2005,9,0.0,435
1,50000000,7,5.91265,171,114.0,1,9448082,2006,11,12.425336155044338,435
1,151000,6,1.879162,223,91.0,0,8000000,1960,5,0.039306538942107457,348
1,0,7,1.404434,204,109.0,0,135893,1991,11,0.0,480
1,88000000,7,6.363884,275,144.0,0,108539911,2005,6,21.890411129284022,459
1,31000000,7,15.672195,107,125.0,0,28000000,2006,4,7.70370841612749,435
1,4000000,7,6.7371419999999995,275,85.0,0,6101046,2007,9,0.993036579247174,11
0,0,5,6.065049,117,124.0,1,48720000,2009,11,0.0,385
1,0,7,1.6899259999999998,275,108.0,1,3106835,2007,8,0.0,131
1,50000000,7,6.752119,275,135.0,0,10382407,1995,10,12.562735158698752,459
1,15000000,7,16.018525,68,100.0,0,146497771,2013,1,3.7017212263358217,511
1,36000000,7,7.926621000000001,275,95.0,0,50159144,1997,5,9.027060871728223,162
1,0,7,3.043177,275,136.0,1,42160849,1985,11,0.0,486
1,50000000,7,9.995617,82,84.0,0,38502340,2011,9,12.36362611306635,479
0,0,7,8.207548,275,107.0,0,3572443,1998,4,0.0,305
1,13000000,7,11.293560000000001,275,93.0,0,48065672,2013,3,3.208158396157712,305
1,7700000,7,6.9146149999999995,104,123.0,0,1072602,2011,2,1.9039984214122179,486
0,200000000,7,17.285093,275,108.0,0,1025491110,2010,3,49.50372515531794,259
0,57000000,7,9.421301,3,95.0,0,149217355,2011,12,14.094533768895639,174
1,25000000,7,14.31675,82,117.0,0,77278331,2012,1,6.175669640210427,162
0,0,27,2.115609,266,85.0,1,18315000,2013,12,0.0,207
0,0,7,6.970037,222,104.0,0,49579269,1978,7,0.0,102
1,0,7,0.223633,259,100.0,1,306,2012,12,0.0,453
1,20000000,7,10.680121,275,128.0,0,54586584,2008,11,4.960238726369423,455
0,5000000,7,6.719949000000001,82,95.0,0,368744044,2002,2,1.2475037450062425,348
1,0,7,1.818561,177,94.0,0,13102295,2002,1,0.0,520
1,0,7,1.698895,275,105.0,0,8125592,1989,3,0.0,57
1,37000000,7,10.722672,275,110.0,0,37962774,1986,8,9.380872552986718,368
1,0,7,2.564695,275,89.0,0,386749,2011,6,0.0,422
1,25000000,7,6.570917999999999,275,100.0,0,13000000,1999,8,6.256254690626954,486
1,50000000,7,6.824871000000001,31,113.0,0,100020092,2001,9,12.487509368753903,533
1,0,7,3.507084,275,111.0,0,5438927,1978,3,0.0,249
0,12000000,7,14.21769,275,104.0,0,114194847,2006,8,2.982080677210641,401
1,20000000,7,8.157587,275,121.0,0,18432000,1985,3,5.0758522673197595,246
1,0,7,5.7873339999999995,82,88.0,0,16627188,2006,9,0.0,4
1,12000000,30,1.323587,233,185.0,1,19000000,2007,6,2.979109737741522,104
1,20000000,7,11.112153,275,93.0,0,16863583,2012,4,4.940535712168342,194
1,0,11,1.5688389999999999,199,95.0,1,52164,2014,3,0.0,422
0,185000000,7,12.577266,275,122.0,0,786636033,2008,5,45.88220821891716,2
1,0,7,1.833948,275,113.0,0,14134877,1984,3,0.0,22
1,100000000,7,13.473381,275,90.0,0,202026112,2005,12,24.875467192368205,305
1,16000000,7,8.34322,275,96.0,0,92823546,1989,7,4.0443656804228185,348
0,250000000,7,20.58258,275,165.0,0,1084939099,2012,7,61.756696402104275,131
1,31000000,7,14.004074,275,161.0,0,128499205,1985,12,7.867571014345628,435
1,9600000,7,6.133744999999999,31,121.0,1,2541554,2015,9,2.364400987629996,435
1,0,7,6.770051,275,84.0,0,30668,2012,9,0.0,519
1,0,18,4.333616999999999,243,89.0,0,2340,2013,9,0.0,435
1,3500000,11,1.333969,176,105.0,1,1492523,2016,6,0.861166225749559,241
1,25000000,7,11.829231,101,105.0,0,2054941,2013,7,6.169535377226369,142
1,50000000,7,7.661239999999999,275,121.0,0,50068310,1997,2,12.537584544066977,411
1,9000000,7,8.475983,110,120.0,0,4600000,2016,8,2.2144274376417235,510
0,0,17,7.916658,239,134.0,0,61700000,2012,8,0.0,146
1,6500000,7,8.344282000000002,275,98.0,0,28451622,1999,4,1.6266262195630081,319
1,0,7,1.679042,275,80.0,0,3662459,1994,1,0.0,305
1,940000,30,0.739665,233,138.0,1,5100000,2015,4,0.23151426337210376,441
1,0,7,1.047417,275,96.0,1,3832228,1987,8,0.0,158
0,0,7,5.3837660000000005,60,97.0,0,2683519,1987,11,0.0,511
0,5000000,7,6.585405000000001,275,96.0,0,11642254,1989,10,1.2638642751321307,520
0,0,7,10.177977,275,78.0,0,35348597,1995,4,0.0,203
1,7000000,7,7.2189570000000005,241,127.0,1,191125,1991,5,1.7658569539825246,435
1,0,8,1.926826,161,0.0,1,850259,2013,11,0.0,305
1,5000000,7,7.392294000000001,222,91.0,0,75143,2014,3,1.2326820498812188,321
0,40000000,7,7.473717999999999,275,123.0,0,96618699,1999,2,10.010007505003127,419
1,195000000,7,11.606061,275,114.0,0,197687603,2013,2,48.12237594236568,166
1,0,7,5.093586,204,99.0,0,641,2013,7,0.0,74
1,5000000,7,9.841623,204,116.0,0,42365581,1981,7,1.274092775868479,229
0,28000000,7,10.445141,82,102.0,0,58795814,2003,3,6.979047155676869,1
1,143149,33,0.091951,261,94.0,1,645135,2015,5,0.03525642051856732,207
1,57000000,7,11.626116,275,115.0,0,159055768,1993,10,14.350276142112044,138
1,163000000,7,10.958669,275,119.0,0,174822325,2011,7,40.3054211285963,192
0,40000000,7,49.247505,275,122.0,0,171539887,2017,2,9.83214319336704,140
1,0,7,6.816275999999999,250,93.0,0,4215859,1987,5,0.0,305
1,0,30,0.569463,233,181.0,1,14000000,2015,7,0.0,392
1,0,7,1.54105,99,100.0,1,37884,2013,3,0.0,142
1,1500000,7,5.875708,275,90.0,1,1938,2012,10,0.37054017841262565,321
1,558000,7,1.41344,275,89.0,0,2227000,1931,12,0.1496475638958893,159
1,8000000,7,5.052049,275,112.0,0,18948425,2006,4,1.9880537848070943,435
1,180000000,7,19.467404000000002,275,97.0,0,758539785,2014,5,44.37655379572387,62
1,2000000,7,12.792394,222,85.0,0,4635300,2014,4,0.49307281995248753,486
0,0,17,6.080108,241,75.0,1,28023563,2001,7,0.0,210
1,16000000,18,4.136356,243,120.0,1,11301649,2009,6,3.9642415501571944,57
1,35000000,7,4.386145,275,114.0,0,43650785,2008,2,8.68041777114649,321
1,100000000,7,12.845044999999999,184,103.0,0,278731369,2010,12,24.75186257765897,187
1,0,7,1.9541529999999998,222,89.0,0,124693,1994,11,0.0,435
0,44000000,7,11.924462,275,96.0,0,300400432,1985,5,11.166874988103471,85
1,13000000,7,1.884204,275,100.0,0,8475466,1986,4,3.2959822483466845,306
1,40000000,11,5.996407,166,120.0,1,8251071,1992,8,10.080482572861728,1
1,25530000,7,4.5570059999999994,275,95.0,0,20080020,1996,5,6.408106794751828,258
1,0,7,0.985785,275,93.0,0,1000000,1967,7,0.0,385
1,17000000,7,7.812646000000001,169,111.0,1,73244881,2012,4,4.1994553553430904,385
1,0,7,12.945544,196,120.0,1,1982505,2015,11,0.0,405
1,13000000,7,5.138408999999999,275,95.0,0,1832541,2012,5,3.211348212909422,435
1,0,7,5.416273,275,89.0,1,1301696,2015,6,0.0,422
1,2600000,16,3.501564,236,103.0,0,1479042,2004,1,0.6474077792518755,515
1,50000000,7,10.246172999999999,275,118.0,0,142851197,2011,7,12.36362611306635,348
1,0,7,11.492174,275,106.0,0,65088797,1987,12,0.0,358
0,0,5,9.221178,117,115.0,1,83027924,2015,9,0.0,305
0,250000000,7,19.083723000000003,222,153.0,0,933959197,2009,7,61.941274221206164,259
0,19000000,7,9.262184,275,118.0,0,141407024,1995,4,4.773839360305526,102
1,11000000,11,8.888717999999999,162,101.0,1,807535,2011,7,2.719997744874597,533
1,800000,16,11.322173,160,121.0,0,921548,1966,9,0.20697741565929034,461
0,25000000,7,9.304901,275,93.0,0,36400360,1997,2,6.2687922720334885,305
1,0,7,7.832484,275,119.0,1,30229977,2015,4,0.0,480
1,3000000,7,5.254847,22,106.0,0,15119639,1994,9,0.7545203313048473,348
1,60000000,7,6.22229,194,91.0,0,163403799,2008,6,14.880716179108267,532
0,80000000,7,14.75562,275,103.0,0,274470394,2010,8,19.801490062127176,84
1,4200000,13,2.031919,233,146.0,1,10000000,2014,5,1.0354529219002238,185
0,13000000,7,14.901689999999999,275,112.0,0,318000141,2013,7,3.208158396157712,520
1,8500000,7,12.421754,275,138.0,0,70600000,1976,4,2.176932911537642,458
1,11000000,7,9.659244000000001,275,106.0,0,78874843,2014,8,2.7119005097386815,435
0,17000000,7,16.574021,275,96.0,0,33000000,1982,7,4.327545283942974,82
0,20000000,7,8.16645,234,88.0,0,39300000,2010,9,4.950372515531794,295
1,80000000,7,9.034884,275,126.0,0,39459427,2000,11,20.0,442
1,11000000,16,5.010562999999999,236,0.0,1,12935800,2011,10,2.719997744874597,305
1,60000000,11,9.471838,176,148.0,1,66976317,1999,10,15.01501125750469,49
1,0,7,1.184009,0,99.0,0,2189047,1987,11,0.0,436
1,80000000,7,8.967638,275,113.0,0,91188905,1999,7,20.020015010006254,498
1,1000000,7,1.7958490000000003,275,94.0,1,1744858,2000,2,0.25,348
1,6700000,8,4.987123,7,96.0,0,12118661,2016,3,1.6485182035777275,421
1,26000000,7,11.890138,275,115.0,0,61489265,1990,8,6.56549077043509,468
1,35000000,7,13.963892000000001,275,118.0,0,46216641,2013,1,8.637349528116918,126
1,0,7,0.23551799999999998,275,95.0,0,58840,2011,7,0.0,390
1,19000000,7,2.727017,275,117.0,1,19738015,1989,10,4.802684245502097,321
1,0,7,10.841495,275,98.0,0,23570541,2012,11,0.0,435
1,31000000,7,14.505987,275,157.0,0,134095253,1992,12,7.81237399396784,435
1,20000000,7,4.15656,275,84.0,0,1675706,2003,8,4.9850336826263355,305
1,0,7,7.594022,204,106.0,1,13885802,2003,9,0.0,38
1,0,7,2.165608,172,96.0,1,49667,2014,1,0.0,435
1,609000,7,7.122093,275,101.0,0,3202000,1935,9,0.16265048174188249,382
1,22000000,7,9.763928,275,115.0,0,28744356,1984,12,5.58906737773153,80
1,0,7,7.122938,275,111.0,0,65595485,1991,3,0.0,94
1,6000000,17,4.664474,239,141.0,0,1530216,2004,4,1.4940179521197128,467
1,15000000,17,9.285519,239,120.0,0,77000000,2016,7,3.690712396069539,51
0,1200000,7,23.508433,275,103.0,0,103911669,2004,10,0.29880359042394256,414
0,60000000,7,6.5049269999999995,275,92.0,0,164433867,2003,5,14.955101047879005,355
1,0,11,10.101183,196,115.0,0,17808,1973,5,0.0,321
1,6788000,7,7.881010000000001,222,103.0,0,13878334,1991,4,1.7123767148047682,356
1,10500000,4,8.253705,41,100.0,0,42070000,2014,5,2.5886323047505595,489
1,20000000,7,10.448481,275,106.0,0,21284514,1995,5,5.025094063479501,335
1,0,7,5.185771,275,119.0,0,1841260,2004,9,0.0,435
1,1000000,13,10.766409,130,104.0,1,4235151,2013,9,0.24678141508905477,480
1,73000000,7,8.884406,275,118.0,0,151493655,1999,11,18.268263696630708,405
1,2,7,0.717595,275,90.0,0,30,2006,2,4.970134462017736e-07,533
1,0,7,0.007877,275,60.0,1,60,2011,2,0.0,305
0,3000000,7,8.122042,275,86.0,0,19472057,1986,8,0.7606112880800041,515
1,25000000,7,11.338194,275,130.0,0,56505065,1993,12,6.29398076408423,50
1,35000000,7,17.310647,275,125.0,0,140795793,2015,7,8.620211934067694,305
1,0,7,9.385078,275,115.0,0,41410568,1985,6,0.0,530
0,17000000,7,11.03595,275,112.0,0,115350426,2012,9,4.1994553553430904,382
1,12000000,7,5.914833,275,114.0,0,22750363,1993,9,3.02111076676043,435
1,0,7,6.093938,275,105.0,0,957240,2011,10,0.0,405
1,9200000,7,0.882864,233,157.0,1,21000000,2013,10,2.270389018819304,162
1,40000000,7,12.589019,275,99.0,0,114830111,2006,6,9.94026892403547,474
